Time,Network Status,CPU Usage,Memory Usage,AI Prediction,Risk
2026-09-14 12:23:49,UP,17.47,37.39,Normal,4.95
2026-09-14 12:23:50,UP,19.22,33.02,Normal,2.51
2026-09-14 12:23:51,UP,19.41,29.39,Normal,22.71
2026-09-14 12:23:51,UP,16.97,36.98,Normal,4.95
2026-09-14 12:23:52,UP,19.98,34.0,Normal,4.25
2026-09-14 12:23:53,UP,18.95,29.17,Normal,8.96
2026-09-14 12:23:54,UP,16.62,37.27,Normal,4.95
2026-09-14 12:23:54,UP,21.61,33.55,Normal,3.78
2026-09-14 12:23:55,UP,17.81,29.34,Normal,8.96
2026-09-14 12:23:56,UP,15.55,36.4,Normal,1.92
2026-09-14 12:23:56,UP,22.02,33.96,Normal,2.33
2026-09-14 12:23:57,UP,17.66,28.98,Normal,2.07
2026-09-14 12:23:58,UP,13.89,36.63,Normal,2.21
2026-09-14 12:23:58,UP,23.89,34.06,Normal,2.33
2026-09-14 12:23:59,UP,18.0,28.19,Normal,8.96
2026-09-14 12:24:00,UP,14.26,35.72,Normal,1.92
2026-09-14 12:24:00,UP,25.39,34.46,Normal,2.14
2026-09-14 12:24:00,UP,0.0,59.5,Normal,6.04
2026-09-14 12:24:01,UP,0.0,59.4,Normal,6.04
2026-09-14 12:24:03,UP,0.0,59.4,Normal,6.04
2026-09-14 12:24:05,UP,0.0,59.4,Normal,6.04
2026-09-14 12:24:07,UP,0.0,59.4,Normal,6.04
2026-09-14 12:24:09,UP,0.0,59.4,Normal,6.04
2026-09-14 12:24:11,UP,0.0,59.5,Normal,6.04
2026-09-14 12:24:13,UP,0.0,59.5,Normal,6.04
2026-09-14 12:24:15,UP,0.0,59.3,Normal,6.04
2026-09-14 12:24:17,UP,0.0,59.2,Normal,6.04
2026-09-14 12:24:19,UP,0.0,59.3,Normal,6.04
2026-09-14 12:24:21,UP,0.0,59.4,Normal,6.04
2026-09-14 14:13:07,UP,21.7,34.26,Normal,15.0
2026-09-14 14:13:08,UP,21.84,34.34,Normal,2.9
2026-09-14 14:13:08,UP,19.61,35.76,FAILURE PREDICTED,94.22
2026-09-14 14:13:15,UP,20.2,35.19,Normal,8.5
2026-09-14 14:13:15,UP,23.78,34.97,Normal,2.9
2026-09-14 14:13:15,UP,20.89,35.2,Normal,2.9
2026-09-14 14:13:18,UP,21.85,36.03,FAILURE PREDICTED,51.34
2026-09-14 14:13:19,UP,23.28,34.94,Normal,2.26
2026-09-14 14:13:19,UP,20.15,35.79,FAILURE PREDICTED,94.22
2026-09-14 14:13:20,UP,22.69,36.64,FAILURE PREDICTED,95.31
2026-09-14 14:13:20,UP,22.49,35.04,Normal,6.9
2026-09-14 14:13:21,UP,19.1,35.79,FAILURE PREDICTED,93.33
2026-09-14 14:13:22,UP,22.66,36.37,FAILURE PREDICTED,95.31
2026-09-14 14:13:23,UP,23.43,34.6,Normal,16.73
2026-09-14 14:13:23,UP,20.1,35.3,Normal,7.84
2026-09-14 14:13:24,UP,20.9,37.27,FAILURE PREDICTED,97.94
2026-09-14 14:13:25,UP,22.9,33.94,Normal,2.06
2026-09-14 14:13:25,UP,21.06,34.55,Normal,8.25
2026-09-14 14:13:26,UP,20.83,36.72,FAILURE PREDICTED,94.04
2026-09-14 14:13:27,UP,21.91,33.39,Normal,2.35
2026-09-14 14:13:27,UP,21.88,33.62,Normal,8.91
2026-09-14 14:13:28,UP,20.8,36.77,FAILURE PREDICTED,97.94
2026-09-14 14:13:29,UP,22.42,34.36,Normal,1.9
2026-09-14 14:13:29,UP,20.15,32.82,Normal,21.9
2026-09-14 14:13:30,UP,18.83,37.67,Normal,30.23
2026-09-14 14:13:30,UP,21.07,34.95,Normal,3.37
2026-09-14 14:13:30,UP,19.61,32.51,Normal,21.9
2026-09-14 14:13:32,UP,19.92,37.38,FAILURE PREDICTED,96.71
2026-09-14 14:13:32,UP,20.88,35.08,Normal,3.15
2026-09-14 14:13:33,UP,18.93,33.05,Normal,21.9
2026-09-14 14:13:34,UP,18.96,37.73,FAILURE PREDICTED,93.33
2026-09-14 14:13:34,UP,19.59,34.6,Normal,2.86
2026-09-14 14:13:35,UP,18.7,33.62,Normal,19.71
2026-09-14 14:13:36,UP,17.41,37.89,FAILURE PREDICTED,96.19
2026-09-14 14:13:36,UP,17.77,33.92,Normal,5.46
2026-09-14 14:13:37,UP,20.15,32.75,Normal,21.9
2026-09-14 14:13:38,UP,17.5,37.95,Normal,43.87
2026-09-14 14:13:38,UP,15.8,34.08,Normal,3.1
2026-09-14 14:13:38,UP,20.43,32.88,FAILURE PREDICTED,60.75
2026-09-14 14:13:40,UP,16.95,37.06,Normal,30.23
2026-09-14 14:13:40,UP,17.47,34.73,Normal,2.86
2026-09-14 14:13:40,UP,19.44,33.25,FAILURE PREDICTED,75.11
2026-09-14 14:13:42,UP,18.09,36.55,Normal,30.23
2026-09-14 14:13:42,UP,17.74,34.19,Normal,3.1
2026-09-14 14:13:42,UP,19.39,34.05,FAILURE PREDICTED,69.69
2026-09-14 14:13:44,UP,19.15,36.51,Normal,7.5
2026-09-14 14:13:44,UP,17.77,34.68,Normal,2.86
2026-09-14 14:13:44,UP,20.08,33.14,FAILURE PREDICTED,77.75
2026-09-14 14:13:46,UP,20.68,37.0,Normal,49.13
2026-09-14 14:13:46,UP,16.8,35.13,Normal,3.15
2026-09-14 14:13:46,UP,19.55,33.7,FAILURE PREDICTED,70.99
2026-09-14 14:13:48,UP,19.31,37.86,Normal,49.95
2026-09-14 14:13:48,UP,17.96,35.61,Normal,3.15
2026-09-14 14:13:48,UP,21.28,34.0,FAILURE PREDICTED,53.46
2026-09-14 14:13:50,UP,19.26,37.06,Normal,37.68
2026-09-14 14:13:50,UP,19.2,36.36,Normal,7.1
2026-09-14 14:13:50,UP,21.34,34.87,Normal,23.68
2026-09-14 14:13:52,UP,21.19,36.76,Normal,7.59
2026-09-14 14:13:52,UP,17.48,36.84,Normal,7.1
2026-09-14 14:13:52,UP,19.51,34.46,Normal,18.41
2026-09-14 14:13:54,UP,20.8,35.84,FAILURE PREDICTED,80.43
2026-09-14 14:13:54,UP,16.32,37.19,Normal,7.1
2026-09-14 14:13:55,UP,20.64,34.7,Normal,26.45
2026-09-14 14:13:56,UP,20.42,36.4,Normal,35.62
2026-09-14 14:13:56,UP,17.85,36.77,Normal,7.1
2026-09-14 14:13:56,UP,19.56,35.27,Normal,25.98
2026-09-14 14:13:58,UP,19.44,35.48,Normal,2.56
2026-09-14 14:13:58,UP,16.99,36.44,Normal,7.1
2026-09-14 14:13:58,UP,18.18,36.02,FAILURE PREDICTED,98.18
2026-09-14 14:14:00,UP,18.08,34.61,Normal,2.45
2026-09-14 14:14:00,UP,17.45,35.56,Normal,40.07
2026-09-14 14:14:00,UP,16.83,36.39,FAILURE PREDICTED,98.18
2026-09-14 14:14:02,UP,19.68,35.57,Normal,2.56
2026-09-14 14:14:03,UP,17.86,36.45,Normal,48.67
2026-09-14 14:14:03,UP,17.57,35.43,Normal,25.98
2026-09-14 14:14:04,UP,21.29,35.78,Normal,3.63
2026-09-14 14:14:05,UP,17.93,36.56,Normal,33.89
2026-09-14 14:14:05,UP,17.46,35.87,FAILURE PREDICTED,98.18
2026-09-14 14:14:06,UP,22.77,36.65,Normal,3.63
2026-09-14 14:14:07,UP,19.23,36.55,Normal,27.45
2026-09-14 14:14:07,UP,19.4,35.27,Normal,25.98
2026-09-14 14:14:09,UP,69.47,37.47,Normal,5.11
2026-09-14 14:14:09,UP,17.86,37.06,Normal,31.88
2026-09-14 14:14:09,UP,18.05,35.21,FAILURE PREDICTED,87.84
2026-09-14 14:14:11,UP,100,37.03,Normal,1.89
2026-09-14 14:14:11,UP,16.38,36.28,Normal,20.16
2026-09-14 14:14:12,UP,18.98,34.48,FAILURE PREDICTED,80.7
2026-09-14 14:14:13,UP,100,36.39,Normal,1.84
2026-09-14 14:14:14,UP,17.39,36.92,Normal,20.07
2026-09-14 14:14:14,UP,18.28,34.79,FAILURE PREDICTED,73.22
2026-09-14 14:14:16,UP,0.0,63.1,Normal,5.21
2026-09-14 14:14:16,UP,0.0,63.1,Normal,5.21
2026-09-14 14:14:18,UP,0.0,63.0,Normal,5.21
2026-09-14 14:14:20,UP,0.0,62.8,Normal,5.21
2026-09-14 14:14:21,UP,0.0,62.8,Normal,5.21
2026-09-14 14:14:24,UP,0.0,62.8,Normal,5.21
2026-09-14 14:14:26,UP,0.0,62.9,Normal,5.21
2026-09-14 14:14:28,UP,0.0,62.9,Normal,5.21
2026-09-14 14:14:30,UP,0.0,62.7,Normal,5.21
2026-09-14 14:14:32,UP,0.0,62.7,Normal,5.21
2026-09-14 14:14:34,UP,0.0,62.7,Normal,5.21
2026-09-14 14:14:36,UP,0.0,62.2,Normal,5.21
2026-09-14 14:14:38,UP,0.0,62.3,Normal,5.21
2026-09-14 14:14:40,UP,0.0,62.3,Normal,5.21
2026-09-14 14:14:41,UP,0.0,62.3,Normal,5.21
2026-09-14 14:14:44,UP,0.0,62.2,Normal,5.21
2026-09-14 14:16:49,UP,20.9,34.29,Normal,8.25
2026-09-14 14:16:49,UP,20.93,35.82,Normal,36.91
2026-09-14 14:16:50,UP,19.73,35.8,Normal,37.68
2026-09-14 14:16:53,UP,21.27,34.92,Normal,5.12
2026-09-14 14:16:53,UP,20.72,36.54,Normal,36.91
2026-09-14 14:16:54,UP,19.76,34.82,Normal,3.0
2026-09-14 14:16:56,UP,22.99,35.01,Normal,2.9
2026-09-14 14:18:35,UP,0.0,63.4,Normal,5.21
2026-09-20 11:22:38,UP,Normal,0.09,Router
2026-09-20 11:22:39,UP,Normal,0.07,Switch
2026-09-20 11:22:42,UP,Normal,0.06,Router
2026-09-20 11:22:42,UP,Normal,0.05,Switch
2026-09-20 11:22:42,UP,Normal,0.06,Firewall
2026-09-20 11:22:45,UP,Normal,0.05,Router
2026-09-20 11:22:45,UP,Normal,0.04,Switch
2026-09-20 11:22:45,UP,Normal,0.04,Firewall
2026-09-20 11:22:47,UP,Normal,0.09,Router
2026-09-20 11:22:47,UP,Normal,0.04,Switch
2026-09-20 11:22:49,UP,Normal,0.08,Router
2026-09-20 11:22:49,UP,Normal,0.05,Switch
2026-09-20 11:22:50,UP,Normal,0.1,Firewall
2026-09-20 11:22:51,UP,Normal,0.12,Router
2026-09-20 11:22:51,UP,Normal,0.1,Switch
2026-09-20 11:22:52,UP,Normal,0.07,Firewall
2026-09-20 11:22:53,UP,Normal,0.07,Router
2026-09-20 11:22:53,UP,Normal,0.23,Switch
2026-09-20 11:22:56,UP,Normal,48.47,My Network
2026-09-20 11:22:58,UP,Normal,45.37,My Network
2026-09-20 11:23:00,UP,Normal,45.37,My Network
2026-09-20 11:23:02,UP,Normal,40.6,My Network
2026-09-20 11:23:04,UP,Normal,42.48,My Network
2026-09-20 11:23:58,UP,Normal,0.09,Router
2026-09-20 11:23:58,UP,Normal,0.06,Switch
2026-09-20 11:24:01,UP,Normal,0.11,Router
2026-09-20 11:24:01,UP,Normal,0.09,Switch
2026-09-20 11:24:04,UP,Normal,0.1,Router
2026-09-20 11:24:04,UP,Normal,0.17,Switch
2026-09-20 11:24:06,UP,Normal,0.09,Router
2026-09-20 11:24:06,UP,Normal,0.23,Switch
2026-09-20 13:59:19,UP,Normal,0.16,Router
2026-09-20 13:59:20,UP,Normal,0.15,Switch
2026-09-20 13:59:20,UP,Normal,0.16,Firewall
2026-09-20 13:59:23,UP,Normal,0.21,Router
2026-09-20 13:59:23,UP,Normal,0.33,Switch
2026-09-20 13:59:23,UP,Normal,0.21,Firewall
2026-09-20 13:59:26,UP,Normal,0.09,Router
2026-09-20 13:59:26,UP,Normal,0.23,Switch
2026-09-20 13:59:28,UP,Normal,0.15,Router
2026-09-20 13:59:28,UP,Normal,0.2,Switch
2026-09-20 13:59:30,UP,Normal,0.19,Router
2026-09-20 13:59:30,UP,Normal,0.19,Switch
2026-09-20 13:59:32,UP,Normal,0.16,Router
2026-09-20 13:59:32,UP,FAILURE PREDICTED,65.55,Switch
2026-09-20 13:59:33,UP,Normal,0.45,Firewall
2026-09-20 13:59:36,UP,Normal,0.32,Router
2026-09-20 13:59:36,UP,Normal,0.2,Router
2026-09-20 13:59:36,UP,FAILURE PREDICTED,99.78,WiFi AP / Switch
2026-09-20 13:59:37,UP,Normal,0.13,Firewall
2026-09-20 13:59:38,UP,Normal,0.16,Router
2026-09-20 13:59:38,UP,FAILURE PREDICTED,99.88,WiFi AP / Switch
2026-09-20 13:59:39,UP,Normal,0.29,Firewall
2026-09-20 13:59:40,UP,Normal,0.23,Router
2026-09-20 13:59:40,UP,FAILURE PREDICTED,99.71,WiFi AP / Switch
2026-09-20 13:59:41,UP,Normal,0.33,Firewall
2026-09-20 13:59:42,UP,Normal,0.29,Router
2026-09-20 13:59:42,UP,FAILURE PREDICTED,99.57,WiFi AP / Switch
2026-09-20 13:59:43,UP,Normal,0.44,Firewall
2026-09-20 13:59:44,UP,Normal,0.26,Router
2026-09-20 13:59:44,DOWN,FAILURE PREDICTED,99.87,WiFi AP / Switch
2026-09-20 13:59:46,UP,Normal,0.36,Router
2026-09-20 13:59:46,UP,FAILURE PREDICTED,99.92,WiFi AP / Switch
2026-09-20 13:59:47,UP,Normal,0.17,Firewall
2026-09-20 13:59:50,UP,Normal,0.25,Router
2026-09-20 13:59:50,UP,Normal,0.36,Router
2026-09-20 13:59:50,UP,FAILURE PREDICTED,99.92,WiFi AP / Switch
2026-09-20 13:59:51,UP,Normal,0.28,Firewall
2026-09-20 13:59:52,UP,Normal,0.24,Router
2026-09-20 13:59:52,UP,FAILURE PREDICTED,99.87,WiFi AP / Switch
2026-09-20 13:59:53,UP,Normal,0.29,Firewall
2026-09-20 13:59:54,UP,Normal,0.36,Router
2026-09-20 13:59:54,DOWN,FAILURE PREDICTED,99.94,WiFi AP / Switch
2026-09-20 13:59:56,UP,Normal,0.26,Router
2026-09-20 13:59:56,UP,FAILURE PREDICTED,99.94,WiFi AP / Switch
2026-09-20 13:59:57,UP,Normal,0.2,Firewall
2026-09-20 13:59:58,UP,Normal,0.4,My Network
2026-09-20 13:59:58,UP,Normal,0.17,My Network
2026-09-20 14:00:00,UP,Normal,0.42,My Network
2026-09-20 14:00:02,UP,FAILURE PREDICTED,55.16,My Network
2026-09-20 14:00:04,UP,Normal,0.46,My Network
2026-09-20 14:00:06,UP,Normal,0.25,My Network
2026-09-20 14:00:08,UP,Normal,20.42,My Network
2026-09-20 14:00:10,UP,Normal,0.37,My Network
2026-09-20 14:00:12,UP,Normal,0.28,My Network
2026-09-20 14:00:14,UP,Normal,0.63,My Network
2026-09-20 14:00:16,UP,Normal,4.45,My Network
2026-09-20 14:00:18,UP,FAILURE PREDICTED,74.42,My Network
2026-09-20 14:00:20,UP,Normal,3.98,My Network
2026-09-20 14:00:22,UP,Normal,25.34,My Network
2026-09-20 14:00:24,UP,Normal,7.16,My Network
2026-09-20 14:00:26,UP,Normal,0.89,My Network
2026-09-20 14:00:28,UP,Normal,1.86,My Network
2026-09-20 14:00:30,UP,Normal,1.67,My Network
2026-09-20 14:00:32,UP,Normal,40.01,My Network
2026-09-20 14:00:34,UP,FAILURE PREDICTED,66.5,My Network
2026-09-20 14:00:36,UP,FAILURE PREDICTED,75.31,My Network
2026-09-20 14:00:38,UP,Normal,37.69,My Network
2026-09-20 14:00:40,UP,Normal,0.28,My Network
2026-09-20 14:03:04,UP,FAILURE PREDICTED,92.43,Router
2026-09-20 14:03:05,UP,FAILURE PREDICTED,87.83,Router
2026-09-20 14:03:07,UP,FAILURE PREDICTED,87.68,Router
2026-09-20 14:03:09,UP,FAILURE PREDICTED,74.9,Router
2026-09-20 14:03:11,UP,Normal,6.78,My Network
2026-09-20 14:03:13,UP,Normal,5.27,My Network
2026-09-20 14:03:15,UP,Normal,4.72,My Network
2026-09-20 14:03:17,UP,Normal,3.72,My Network
2026-09-20 14:03:20,DOWN,FAILURE PREDICTED,88.59,Router
2026-09-20 14:03:21,UP,Normal,3.21,My Network
2026-09-20 14:03:23,UP,Normal,1.96,My Network
2026-09-20 14:03:25,UP,Normal,26.56,My Network
2026-09-20 14:03:27,UP,Normal,4.2,My Network
